Fecha,BMV: AMX L,BMV: CEMEX CPO,BMV: FEMSA UBD,BMV: GAP B,BMV: GRUMA B,BMV:AUTLAN B,BMV:GFNORTE O,BMV:GISSA A,BMV:HERDEZ *,BMV:VITRO A,Z: CETES,BMV: NAFTRAC
10/10/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02406321,0.0792
10/17/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02466586,0.0792
10/24/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02456541,0.0792
10/31/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.0249672,0.0792
11/7/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02446497,0.0792
11/14/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02305892,0.0792
11/21/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.0229585,0.0792
11/28/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02496409,0.0792
12/5/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02406025,0.0792
12/12/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02336019,0.0792
12/19/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02336019,0.0792
12/26/2014,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.0222556,0.0792
1/2/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02195438,0.0792
1/9/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02386234,0.0792
1/16/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02310043,0.0792
1/23/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02376325,0.0792
1/30/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02238011,0.0792
2/6/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02349008,0.0792
2/13/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02282059,0.0792
2/20/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02348071,0.0792
2/27/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02421186,0.0792
3/6/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02524083,0.0792
3/13/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02550965,0.0792
3/20/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02438462,0.0792
3/27/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02547617,0.0792
4/3/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02519623,0.0792
4/10/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02519623,0.0792
4/17/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02436185,0.0792
4/24/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.0243873,0.0792
5/1/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02464845,0.0792
5/8/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02464845,0.0792
5/15/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02450783,0.0792
5/22/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02490961,0.0792
5/29/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02495381,0.0792
6/5/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02552707,0.0792
6/12/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02457345,0.0792
6/19/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02423998,0.0792
6/26/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02481452,0.0792
7/3/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02495783,0.0792
7/10/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02506497,0.0792
7/17/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02462836,0.0792
7/24/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02522972,0.0792
7/31/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02512257,0.0792
8/7/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02523373,0.0792
8/14/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02475693,0.0792
8/21/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02620084,0.0792
8/28/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02578023,0.0792
9/4/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02614056,0.0792
9/11/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02629997,0.0792
9/18/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.0264835,0.0792
9/25/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02520025,0.0792
10/2/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02490024,0.0792
10/9/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02477836,0.0792
10/16/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02514667,0.0792
10/23/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02524177,0.0792
10/30/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02501408,0.0792
11/6/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02478372,0.0792
11/13/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02491631,0.0792
11/20/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02491363,0.0792
11/27/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02422391,0.0792
12/4/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02660139,0.0792
12/11/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02706225,0.0792
12/18/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02739987,0.0792
12/25/2015,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02528731,0.0792
1/1/2016,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02528731,0.0792
1/8/2016,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02528731,0.0792
1/15/2016,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02611913,0.0792
1/22/2016,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02601732,0.0792
1/29/2016,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02655986,0.0792
2/5/2016,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02703679,0.0792
2/12/2016,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.02679966,0.0792
2/19/2016,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.0309996,0.0792
2/26/2016,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.03477625,0.0792
3/4/2016,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.03318773,0.0792
3/11/2016,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.03299999,0.0792
3/18/2016,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.03265672,0.0792
3/25/2016,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.03242609,0.0792
4/1/2016,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.03242609,0.0792
4/8/2016,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.03197559,0.0792
4/15/2016,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.0320319,0.0792
4/22/2016,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.03205737,0.0792
4/29/2016,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.0326004,0.0792
5/6/2016,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.03273851,0.0792
5/13/2016,0.033,0.12,0.12,0.08,0.16,0.04,0.07,0.18,0.08,0.165,0.03283774,0.0792
